star_date,name,url,repo
2019-04-13T04:57:26Z,awesome,https://github.com/sindresorhus/awesome,sindresorhus/awesome
2019-04-12T06:08:08Z,jupytext,https://github.com/mwouts/jupytext,mwouts/jupytext
2019-04-12T04:04:30Z,repo2docker,https://github.com/jupyter/repo2docker,jupyter/repo2docker
2019-04-11T18:32:02Z,process-babysitter,https://github.com/NathanRSmith/process-babysitter,NathanRSmith/process-babysitter
2019-04-11T06:00:26Z,next.js,https://github.com/vercel/next.js,vercel/next.js
2019-04-11T05:43:34Z,turicreate,https://github.com/apple/turicreate,apple/turicreate
2019-04-04T06:30:27Z,moby,https://github.com/moby/moby,moby/moby
2019-04-01T23:32:40Z,dabl,https://github.com/dabl/dabl,dabl/dabl
2019-03-31T15:37:38Z,golearn,https://github.com/sjwhitworth/golearn,sjwhitworth/golearn
2019-03-28T04:34:10Z,swagger-py-codegen,https://github.com/guokr/swagger-py-codegen,guokr/swagger-py-codegen
2019-03-27T03:04:20Z,incubator-superset,https://github.com/apache/incubator-superset,apache/incubator-superset
2019-03-24T19:01:56Z,pandasql,https://github.com/yhat/pandasql,yhat/pandasql
2019-03-21T00:59:43Z,knowledge-repo,https://github.com/airbnb/knowledge-repo,airbnb/knowledge-repo
2019-03-19T14:22:45Z,gpushare-scheduler-extender,https://github.com/AliyunContainerService/gpushare-scheduler-extender,AliyunContainerService/gpushare-scheduler-extender
2019-03-15T05:23:02Z,tensorflow,https://github.com/tensorflow/tensorflow,tensorflow/tensorflow
2019-03-15T04:31:02Z,snips-nlu,https://github.com/snipsco/snips-nlu,snipsco/snips-nlu
2019-03-15T03:26:52Z,MITIE,https://github.com/mit-nlp/MITIE,mit-nlp/MITIE
2019-03-15T03:00:25Z,rasa,https://github.com/RasaHQ/rasa,RasaHQ/rasa
2019-03-14T04:59:31Z,fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,seatgeek/fuzzywuzzy
2019-03-13T22:33:22Z,gpustat,https://github.com/wookayin/gpustat,wookayin/gpustat
2019-03-10T16:33:41Z,DeepMoji,https://github.com/bfelbo/DeepMoji,bfelbo/DeepMoji
2019-03-10T06:19:19Z,DeepPavlov,https://github.com/deepmipt/DeepPavlov,deepmipt/DeepPavlov
2019-03-10T04:26:31Z,dask,https://github.com/dask/dask,dask/dask
2019-03-08T22:41:11Z,python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit
2019-03-07T03:19:22Z,training,https://github.com/cloud-annotations/training,cloud-annotations/training
2019-03-06T15:13:17Z,pre-commit-hooks,https://github.com/pre-commit/pre-commit-hooks,pre-commit/pre-commit-hooks
2019-03-06T06:40:47Z,petastorm,https://github.com/uber/petastorm,uber/petastorm
2019-03-06T06:39:58Z,react-digraph,https://github.com/uber/react-digraph,uber/react-digraph
2019-03-05T13:09:57Z,ludwig,https://github.com/uber/ludwig,uber/ludwig
2019-03-05T05:41:48Z,hopscotch,https://github.com/LinkedInAttic/hopscotch,LinkedInAttic/hopscotch
2019-03-04T06:29:39Z,cs224n-Squad-Project,https://github.com/priya-dwivedi/cs224n-Squad-Project,priya-dwivedi/cs224n-Squad-Project
2019-03-04T03:38:44Z,pgcontents,https://github.com/quantopian/pgcontents,quantopian/pgcontents
2019-03-03T01:26:44Z,imagehash,https://github.com/JohannesBuchner/imagehash,JohannesBuchner/imagehash
2019-03-03T00:49:41Z,ds-cheatsheets,https://github.com/FavioVazquez/ds-cheatsheets,FavioVazquez/ds-cheatsheets
2019-03-03T00:21:44Z,pyflame,https://github.com/uber-archive/pyflame,uber-archive/pyflame
2019-03-02T23:55:57Z,ferret,https://github.com/MontFerret/ferret,MontFerret/ferret
2019-03-02T23:26:53Z,pipenv,https://github.com/pypa/pipenv,pypa/pipenv
2019-03-02T23:23:45Z,gputools,https://github.com/maweigert/gputools,maweigert/gputools
2019-03-01T16:36:27Z,deepo,https://github.com/ufoym/deepo,ufoym/deepo
2019-03-01T01:16:49Z,GoJS,https://github.com/NorthwoodsSoftware/GoJS,NorthwoodsSoftware/GoJS
2019-02-24T15:46:01Z,deep-learning-drizzle,https://github.com/kmario23/deep-learning-drizzle,kmario23/deep-learning-drizzle
2019-02-22T03:04:07Z,feast,https://github.com/feast-dev/feast,feast-dev/feast
2019-02-20T22:20:53Z,zero-to-jupyterhub-k8s,https://github.com/jupyterhub/zero-to-jupyterhub-k8s,jupyterhub/zero-to-jupyterhub-k8s
2019-02-20T03:35:26Z,jupyterlab-commenting,https://github.com/jupyterlab/jupyterlab-commenting,jupyterlab/jupyterlab-commenting
